,id_starname,id_kic,id_koicand,id_kepler_name,koi_disposition,koi_period,koi_period_err1,koi_period_err2,koi_time0,koi_time0_err1,koi_time0_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_ingress,koi_ingress_err1,koi_ingress_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_sage,koi_sage_err1,koi_sage_err2,koi_sparprov,kic_kepmag,kic_jmag,kic_hmag,kic_kmag,cks_fp,cks_steff,cks_steff_err1,cks_steff_err2,cks_slogg,cks_slogg_err1,cks_slogg_err2,cks_smet,cks_smet_err1,cks_smet_err2,cks_svsini,cks_svsini_err1,cks_svsini_err2,iso_steff,iso_steff_err1,iso_steff_err2,iso_slogg,iso_slogg_err1,iso_slogg_err2,iso_smet,iso_smet_err1,iso_smet_err2,iso_srad,iso_srad_err1,iso_srad_err2,iso_smass,iso_smass_err1,iso_smass_err2,iso_sage,iso_sage_err1,iso_sage_err2,iso_slogage,iso_slogage_err1,iso_slogage_err2,iso_sparallax,iso_sparallax_err1,iso_sparallax_err2,iso_prad,iso_prad_err1,iso_prad_err2,iso_sma,iso_sma_err1,iso_sma_err2,iso_insol,iso_insol_err1,iso_insol_err2,iso_teq,iso_teq_err1,iso_teq_err2,cks_dilution,cks_rcf,parallax1,parallax1_err0,parallax2,parallax2_err1,parallax2_err2
394,K00505,5689351,K00505.04,Kepler-169 d,CONFIRMED,8.34818817,3.047e-05,-3.047e-05,2454969.839,0.00303,-0.00303,0.8782,0.037,-0.6153,2.994,0.1,-0.1,,,,294.1,13.4,-13.4,0.018666,0.000217,-0.002981,0.36492,2.45727,-0.19183,1.91,1.84,-0.24,0.0763,,,800.0,,,97.06,332.18,-31.53,11.04,5.3,-5.3,20.604956,19.8,5,,5173.0,183.0,-149.0,4.422,0.116,-0.527,0.26,0.18,-0.24,0.939,0.903,-0.121,0.85,0.119,-0.056,,,,stellar_q1_q16,14.194,12.729,12.283,12.186,False,5046.2,60.0,-60.0,4.605,0.1,-0.1,0.171,0.04,-0.04,2.7,1.0,-1.0,5046.0,60.0,60.0,4.55,0.036,-0.044,0.16,0.042,-0.042,0.727,0.02,0.019,0.825,0.007,0.013,6.91830970919,5.42864223611,-4.57212210568,9.84,0.251559757861,-0.46963726421,2.275,0.095,-0.104,1.48,0.134,0.134,0.0760159108268,0.00126229948839,-0.00126229948839,65.7362782592,11.3737066328,-11.3737066328,725.629289192,31.304059291,-31.304059291,1.0,1.0003,2.484,0.018,2.215,0.067,0.083
395,K00505,5689351,K00505.05,Kepler-169 f,CONFIRMED,87.0905994,0.0003425,-0.0003425,2455020.318,0.00307,-0.00307,0.0914,0.3447,-0.0914,6.236,0.1,-0.1,,,,1166.7,27.5,-27.5,0.030396,0.001062,-0.000491,3.27495,0.14422,-1.00854,3.12,2.99,-0.4,0.3644,,,366.0,,,4.26,14.56,-1.39,109.5,4.8,-4.8,30.800972,44.9,5,,5173.0,183.0,-149.0,4.422,0.116,-0.527,0.26,0.18,-0.24,0.939,0.903,-0.121,0.85,0.119,-0.056,,,,stellar_q1_q16,14.194,12.729,12.283,12.186,False,5046.2,60.0,-60.0,4.605,0.1,-0.1,0.171,0.04,-0.04,2.7,1.0,-1.0,5046.0,60.0,60.0,4.55,0.036,-0.044,0.16,0.042,-0.042,0.727,0.02,0.019,0.825,0.007,0.013,6.91830970919,5.42864223611,-4.57212210568,9.84,0.251559757861,-0.46963726421,2.275,0.095,-0.104,2.411,0.089,0.089,0.363164505817,0.00600371118748,-0.00600371118748,2.86603377172,0.493258246812,-0.493258246812,331.576583247,14.2140115837,-14.2140115837,1.0,1.0003,2.484,0.018,2.215,0.067,0.083
396,K00508,6266741,K00508.01,Kepler-170 b,CONFIRMED,7.930587745,9.744e-06,-9.744e-06,2455002.516,0.000999,-0.000999,0.5646,0.0008,-0.4596,3.6171,0.0412,-0.0412,,,,831.9,10.8,-10.8,0.027185,0.002532,-0.001022,0.89667,0.53003,-0.611,2.94,0.42,-0.15,0.08,,,878.0,,,140.16,57.71,-24.44,14.39,4.3,-4.3,70.51259,91.8,2,,5655.0,107.0,-126.0,4.481,0.03,-0.125,0.44,0.04,-0.18,0.99,0.143,-0.049,1.081,0.048,-0.08,,,,stellar_q1_q16,14.387,13.143,12.773,12.677,False,5573.3,60.0,-60.0,4.287,0.1,-0.1,0.385,0.04,-0.04,1.8,1.0,-1.0,5573.0,60.0,60.0,4.283,0.091,-0.086,0.364,0.042,-0.043,0.988,0.028,0.027,1.066,0.016,0.028,7.4644875841,2.0718810294,-1.93851885342,9.873,0.106383029699,-0.130591576917,1.13,0.14,-0.12,2.935,0.209,0.209,0.0789356404603,0.00131757032475,-0.00131757032475,206.912458976,48.3002485875,-48.3002485875,966.518534254,56.1133875619,-56.1133875619,1.0,1.0,1.378,0.02,1.146,0.117,0.157
397,K00508,6266741,K00508.02,Kepler-170 c,CONFIRMED,16.66591162,3.044e-05,-3.044e-05,2455013.202,0.00149,-0.00149,0.0378,0.4012,-0.0378,4.1701,0.0531,-0.0531,,,,781.6,13.8,-13.8,0.025194,0.00076,-0.000298,2.08535,0.04597,-0.64012,2.72,0.4,-0.13,0.1312,,,685.0,,,52.11,21.46,-9.09,31.284,0.69,-0.69,49.031204,57.7,2,,5655.0,107.0,-126.0,4.481,0.03,-0.125,0.44,0.04,-0.18,0.99,0.143,-0.049,1.081,0.048,-0.08,,,,stellar_q1_q16,14.387,13.143,12.773,12.677,False,5573.3,60.0,-60.0,4.287,0.1,-0.1,0.385,0.04,-0.04,1.8,1.0,-1.0,5573.0,60.0,60.0,4.283,0.091,-0.086,0.364,0.042,-0.043,0.988,0.028,0.027,1.066,0.016,0.028,7.4644875841,2.0718810294,-1.93851885342,9.873,0.106383029699,-0.130591576917,1.13,0.14,-0.12,2.72,0.096,0.096,0.129500301693,0.00214361481824,-0.00214361481824,76.7966266555,17.8700781203,-17.8700781203,754.395452949,43.6065944427,-43.6065944427,1.0,1.0,1.378,0.02,1.146,0.117,0.157
398,K00509,6381846,K00509.01,Kepler-171 b,CONFIRMED,4.166962173,4.144e-06,-4.144e-06,2455002.716,0.00077,-0.00077,0.0892,0.2604,-0.0892,2.7234,0.0273,-0.0273,,,,879.9,11.3,-11.3,0.026931,0.000414,-0.000308,1.87002,0.05194,-0.39614,2.44,1.07,-0.19,0.0491,,,1024.0,,,259.58,342.0,-60.98,11.973,0.333,-0.333,65.26688,86.7,3,,5641.0,163.0,-146.0,4.556,0.03,-0.293,-0.16,0.28,-0.26,0.831,0.364,-0.065,0.908,0.097,-0.086,,,,stellar_q1_q16,14.883,13.586,13.231,13.206,False,5528.9,60.0,-60.0,4.509,0.1,-0.1,0.173,0.04,-0.04,1.5,1.0,-1.0,5529.0,60.0,60.0,4.468,0.056,-0.075,0.162,0.042,-0.043,0.922,0.033,0.032,0.978,0.029,0.031,5.75439937337,3.62411961603,-3.51100884378,9.76,0.212134262098,-0.40909511782,1.151,0.071,-0.09,2.711,0.103,0.103,0.0499522445334,0.000844635554017,-0.000844635554017,298.546683878,51.415869261,-51.415869261,1059.29418659,45.2704887669,-45.2704887669,1.054,1.0258,1.182,0.024,1.122,0.051,0.08
399,K00509,6381846,K00509.02,Kepler-171 c,CONFIRMED,11.4634736,1.571e-05,-1.571e-05,2454970.385,0.00113,-0.00113,0.038,0.3628,-0.0378,2.5575,0.0349,-0.0349,,,,1024.5,18.3,-18.3,0.029045,0.000681,-0.000396,6.28804,0.24137,-1.59359,2.64,1.15,-0.21,0.0963,,,731.0,,,67.48,88.91,-15.85,35.22,1.4,-1.4,42.373074,59.7,3,,5641.0,163.0,-146.0,4.556,0.03,-0.293,-0.16,0.28,-0.26,0.831,0.364,-0.065,0.908,0.097,-0.086,,,,stellar_q1_q16,14.883,13.586,13.231,13.206,False,5528.9,60.0,-60.0,4.509,0.1,-0.1,0.173,0.04,-0.04,1.5,1.0,-1.0,5529.0,60.0,60.0,4.468,0.056,-0.075,0.162,0.042,-0.043,0.922,0.033,0.032,0.978,0.029,0.031,5.75439937337,3.62411961603,-3.51100884378,9.76,0.212134262098,-0.40909511782,1.151,0.071,-0.09,2.923,0.119,0.119,0.0981095260735,0.00164394858645,-0.00164394858645,77.9932546523,13.3413152831,-13.3413152831,757.31714162,32.280624746,-32.280624746,1.054,1.0258,1.182,0.024,1.122,0.051,0.08
400,K00509,6381846,K00509.03,Kepler-171 d,CONFIRMED,39.6027551,0.0003412,-0.0003412,2455001.087,0.00655,-0.00655,0.3443,0.1316,-0.3442,7.688,0.306,-0.306,,,,489.6,20.6,-20.6,0.020316,0.000661,-0.000662,0.65169,0.21309,-0.18178,1.84,0.81,-0.14,0.2202,,,483.0,,,12.91,17.0,-3.04,37.8,12.4,-12.4,14.4826145,26.2,3,,5641.0,163.0,-146.0,4.556,0.03,-0.293,-0.16,0.28,-0.26,0.831,0.364,-0.065,0.908,0.097,-0.086,,,,stellar_q1_q16,14.883,13.586,13.231,13.206,False,5528.9,60.0,-60.0,4.509,0.1,-0.1,0.173,0.04,-0.04,1.5,1.0,-1.0,5529.0,60.0,60.0,4.468,0.056,-0.075,0.162,0.042,-0.043,0.922,0.033,0.032,0.978,0.029,0.031,5.75439937337,3.62411961603,-3.51100884378,9.76,0.212134262098,-0.40909511782,1.151,0.071,-0.09,2.045,0.099,0.099,0.224183808494,0.00372826880653,-0.00372826880653,14.8670877125,2.5142633936,-2.5142633936,500.403112132,21.0838822122,-21.0838822122,1.054,1.0258,1.182,0.024,1.122,0.051,0.08
403,K00510,6422155,K00510.01,Kepler-172 b,CONFIRMED,2.940304111,4.426e-06,-4.426e-06,2455002.905,0.00115,-0.00115,0.0352,0.3784,-0.0352,2.5546,0.0397,-0.0397,,,,495.6,10.3,-10.3,0.020115,0.000537,-0.000292,1.58662,0.01471,-0.58094,2.21,0.81,-0.3,0.0389,,,1253.0,,,582.69,640.63,-191.25,8.9839,0.0833,-0.0833,40.862785,52.1,4,,5583.0,164.0,-142.0,4.388,0.118,-0.243,0.02,0.24,-0.26,1.007,0.37,-0.138,0.903,0.111,-0.066,,,,stellar_q1_q16,14.532,13.17,12.883,12.793,False,5613.4,60.0,-60.0,4.338,0.1,-0.1,0.386,0.04,-0.04,2.2,1.0,-1.0,5613.0,60.0,60.0,4.324,0.09,-0.084,0.364,0.042,-0.042,1.044,0.037,0.035,1.081,0.027,0.034,6.3095734448,1.92506940872,-2.04422536399,9.8,0.115644768034,-0.170045521728,1.12,0.13,-0.12,2.292,0.092,0.092,0.0408828705379,0.000686932925504,-0.000686932925504,730.656692146,173.949111668,-173.949111668,1324.92674713,78.338223717,-78.338223717,1.08,1.0475,1.231,0.026,1.119,0.099,0.149
404,K00510,6422155,K00510.02,Kepler-172 c,CONFIRMED,6.38901755,1.408e-05,-1.408e-05,2455008.474,0.00182,-0.00182,0.0444,0.3623,-0.0442,3.2997,0.0563,-0.0563,,,,562.1,13.6,-13.6,0.021412,0.00064,-0.000309,1.59738,0.12048,-0.41639,2.35,0.87,-0.32,0.0652,,,968.0,,,207.42,228.04,-68.08,15.11,1.1,-1.1,36.047783,46.2,4,,5583.0,164.0,-142.0,4.388,0.118,-0.243,0.02,0.24,-0.26,1.007,0.37,-0.138,0.903,0.111,-0.066,,,,stellar_q1_q16,14.532,13.17,12.883,12.793,False,5613.4,60.0,-60.0,4.338,0.1,-0.1,0.386,0.04,-0.04,2.2,1.0,-1.0,5613.0,60.0,60.0,4.324,0.09,-0.084,0.364,0.042,-0.042,1.044,0.037,0.035,1.081,0.027,0.034,6.3095734448,1.92506940872,-2.04422536399,9.8,0.115644768034,-0.170045521728,1.12,0.13,-0.12,2.442,0.099,0.099,0.0686029558761,0.00113522742326,-0.00113522742326,257.788918283,60.9879174567,-60.9879174567,1021.12659436,59.9061769629,-59.9061769629,1.08,1.0475,1.231,0.026,1.119,0.099,0.149
401,K00510,6422155,K00510.03,Kepler-172 d,CONFIRMED,14.62698952,6.215e-05,-6.215e-05,2454969.242,0.0032,-0.0032,0.4606,0.4693,-0.2512,3.606,0.135,-0.135,,,,471.5,19.5,-19.5,0.020136,0.000187,-0.001157,1.98664,0.96911,-0.38863,2.21,0.82,-0.3,0.1132,,,735.0,,,68.81,75.65,-22.59,28.2,13.8,-13.8,17.643377,26.4,4,,5583.0,164.0,-142.0,4.388,0.118,-0.243,0.02,0.24,-0.26,1.007,0.37,-0.138,0.903,0.111,-0.066,,,,stellar_q1_q16,14.532,13.17,12.883,12.793,False,5613.4,60.0,-60.0,4.338,0.1,-0.1,0.386,0.04,-0.04,2.2,1.0,-1.0,5613.0,60.0,60.0,4.324,0.09,-0.084,0.364,0.042,-0.042,1.044,0.037,0.035,1.081,0.027,0.034,6.3095734448,1.92506940872,-2.04422536399,9.8,0.115644768034,-0.170045521728,1.12,0.13,-0.12,2.296,0.109,0.109,0.119143063377,0.00200206142807,-0.00200206142807,85.5284895602,20.1197140911,-20.1197140911,774.981305316,45.5119396438,-45.5119396438,1.08,1.0475,1.231,0.026,1.119,0.099,0.149
402,K00510,6422155,K00510.04,Kepler-172 e,CONFIRMED,35.1185226,0.0001872,-0.0001872,2454985.123,0.00384,-0.00384,0.0287,0.4436,-0.0286,3.591,0.145,-0.145,,,,591.2,28.9,-28.9,0.021953,0.001236,-0.00044,6.81939,0.53961,-2.93268,2.41,0.89,-0.33,0.203,,,549.0,,,21.4,23.52,-7.03,76.32,6.0,-6.0,14.892048,22.1,4,,5583.0,164.0,-142.0,4.388,0.118,-0.243,0.02,0.24,-0.26,1.007,0.37,-0.138,0.903,0.111,-0.066,,,,stellar_q1_q16,14.532,13.17,12.883,12.793,False,5613.4,60.0,-60.0,4.338,0.1,-0.1,0.386,0.04,-0.04,2.2,1.0,-1.0,5613.0,60.0,60.0,4.324,0.09,-0.084,0.364,0.042,-0.042,1.044,0.037,0.035,1.081,0.027,0.034,6.3095734448,1.92506940872,-2.04422536399,9.8,0.115644768034,-0.170045521728,1.12,0.13,-0.12,2.501,0.13,0.13,0.213670899568,0.00356048891352,-0.00356048891352,26.7316315692,6.29248632334,-6.29248632334,579.455237668,34.0171045197,-34.0171045197,1.08,1.0475,1.231,0.026,1.119,0.099,0.149
411,K00519,8022244,K00519.01,Kepler-175 b,CONFIRMED,11.90350858,2.956e-05,-2.956e-05,2455011.342,0.0019,-0.0019,0.5861,0.0803,-0.4283,4.2995,0.0676,-0.0676,,,,681.3,15.6,-15.6,0.024849,0.002627,-0.000877,0.75266,0.57428,-0.1289,2.72,1.15,-0.25,0.1047,,,827.0,,,110.54,137.37,-30.77,17.8,6.8,-6.8,40.268654,49.1,2,,6063.0,149.0,-199.0,4.47,0.045,-0.297,-0.02,0.2,-0.3,1.001,0.427,-0.092,1.079,0.202,-0.138,,,,stellar_q1_q16,14.939,13.773,13.487,13.496,False,5735.2,60.0,-60.0,4.211,0.1,-0.1,0.043,0.04,-0.04,2.3,1.0,-1.0,5735.0,60.0,60.0,4.23,0.1,-0.1,0.042,0.041,-0.038,1.175,0.05,0.048,0.969,0.029,0.029,8.89201117858,1.62866845586,-1.63812557379,9.949,0.073043796087,-0.0884292976113,0.733,0.098,-0.092,3.187,0.26,0.26,0.102197393515,0.00171266386823,-0.00171266386823,149.317770568,40.5492195695,-40.5492195695,890.82295659,60.2640061542,-60.2640061542,1.0,1.0,0.786,0.025,0.762,0.082,0.102
412,K00519,8022244,K00519.02,Kepler-175 c,CONFIRMED,34.0350559,0.000141,-0.000141,2454967.428,0.00346,-0.00346,0.8619,0.04,-0.629,7.089,0.125,-0.125,,,,785.0,20.2,-20.2,0.029429,0.000154,-0.003407,0.14407,0.71331,-0.05088,3.22,1.37,-0.3,0.2109,,,583.0,,,27.24,33.86,-7.58,20.7,10.2,-10.2,34.868164,40.2,2,,6063.0,149.0,-199.0,4.47,0.045,-0.297,-0.02,0.2,-0.3,1.001,0.427,-0.092,1.079,0.202,-0.138,,,,stellar_q1_q16,14.939,13.773,13.487,13.496,False,5735.2,60.0,-60.0,4.211,0.1,-0.1,0.043,0.04,-0.04,2.3,1.0,-1.0,5735.0,60.0,60.0,4.23,0.1,-0.1,0.042,0.041,-0.038,1.175,0.05,0.048,0.969,0.029,0.029,8.89201117858,1.62866845586,-1.63812557379,9.949,0.073043796087,-0.0884292976113,0.733,0.098,-0.092,3.77,0.277,0.277,0.205791551841,0.00341831650442,-0.00341831650442,37.0012829166,9.91871693919,-9.91871693919,628.518002581,42.0330589226,-42.0330589226,1.0,1.0,0.786,0.025,0.762,0.082,0.102
414,K00520,8037145,K00520.01,Kepler-176 c,CONFIRMED,12.75934834,1.748e-05,-1.748e-05,2455003.321,0.00106,-0.00106,0.2538,0.1188,-0.2538,3.5116,0.0358,-0.0358,,,,939.2,14.0,-14.0,0.027597,0.000432,-0.000499,2.45566,0.32111,-0.45053,2.64,0.96,-0.27,0.1004,,,682.0,,,51.05,57.32,-13.99,27.65,3.6,-3.6,53.457397,71.6,4,,5229.0,178.0,-137.0,4.47,0.085,-0.269,0.07,0.27,-0.25,0.877,0.318,-0.089,0.826,0.11,-0.063,,,,stellar_q1_q16,14.55,13.097,12.686,12.567,False,5105.9,60.0,-60.0,4.577,0.1,-0.1,0.131,0.04,-0.04,1.4,1.0,-1.0,5106.0,60.0,60.0,4.538,0.041,-0.048,0.124,0.042,-0.043,0.787,0.023,0.022,0.86,0.016,0.024,7.76247116629,5.1785334736,-4.93981104225,9.89,0.221967992919,-0.43934141202,1.868,0.086,-0.094,2.371,0.078,0.078,0.101043408364,0.00169054749149,-0.00169054749149,40.0596655939,6.9139254062,-6.9139254062,641.121521907,27.549221697,-27.549221697,1.018,1.0,1.921,0.021,1.834,0.062,0.076
415,K00520,8037145,K00520.02,Kepler-176 b,CONFIRMED,5.43312169,1.685e-05,-1.685e-05,2454971.369,0.00256,-0.00256,0.093,0.3596,-0.0929,2.3687,0.0754,-0.0754,,,,272.4,11.9,-11.9,0.014764,0.000698,-0.000363,3.56337,0.42564,-1.21885,1.41,0.52,-0.14,0.0568,,,906.0,,,159.51,179.08,-43.71,17.72,2.1,-2.1,25.7467,28.0,4,,5229.0,178.0,-137.0,4.47,0.085,-0.269,0.07,0.27,-0.25,0.877,0.318,-0.089,0.826,0.11,-0.063,,,,stellar_q1_q16,14.55,13.097,12.686,12.567,False,5105.9,60.0,-60.0,4.577,0.1,-0.1,0.131,0.04,-0.04,1.4,1.0,-1.0,5106.0,60.0,60.0,4.538,0.041,-0.048,0.124,0.042,-0.043,0.787,0.023,0.022,0.86,0.016,0.024,7.76247116629,5.1785334736,-4.93981104225,9.89,0.221967992919,-0.43934141202,1.868,0.086,-0.094,1.268,0.057,0.057,0.0572005052104,0.000948483021594,-0.000948483021594,124.80315428,21.2500045235,-21.2500045235,851.76524735,36.0394892845,-36.0394892845,1.018,1.0,1.921,0.021,1.834,0.062,0.076
416,K00520,8037145,K00520.03,Kepler-176 d,CONFIRMED,25.75260028,6.39e-05,-6.39e-05,2454969.444,0.00199,-0.00199,0.8581,0.0299,-0.585,2.914,0.101,-0.101,,,,805.7,22.7,-22.7,0.030267,5e-06,-0.004345,1.62762,7.91523,-0.56294,2.9,1.05,-0.3,0.1604,,,539.0,,,20.0,22.46,-5.48,38.5,18.7,-18.7,29.910378,38.4,4,,5229.0,178.0,-137.0,4.47,0.085,-0.269,0.07,0.27,-0.25,0.877,0.318,-0.089,0.826,0.11,-0.063,,,,stellar_q1_q16,14.55,13.097,12.686,12.567,False,5105.9,60.0,-60.0,4.577,0.1,-0.1,0.131,0.04,-0.04,1.4,1.0,-1.0,5106.0,60.0,60.0,4.538,0.041,-0.048,0.124,0.042,-0.043,0.787,0.023,0.022,0.86,0.016,0.024,7.76247116629,5.1785334736,-4.93981104225,9.89,0.221967992919,-0.43934141202,1.868,0.086,-0.094,2.602,0.198,0.198,0.161395883953,0.00270406816361,-0.00270406816361,15.7361626052,2.64594668652,-2.64594668652,507.560988754,21.2435627009,-21.2435627009,1.018,1.0,1.921,0.021,1.834,0.062,0.076
413,K00520,8037145,K00520.04,Kepler-176 e,CONFIRMED,51.16579,0.0006432,-0.0006432,2455005.308,0.0106,-0.0106,0.4537,0.47,-0.2484,4.715,0.325,-0.325,,,,304.7,24.7,-24.7,0.016054,0.000424,-0.001353,3.09428,1.48307,-0.90271,1.54,0.55,-0.16,0.2534,,,429.0,,,8.01,9.0,-2.19,75.4,36.1,-36.1,10.317428,13.7,4,,5229.0,178.0,-137.0,4.47,0.085,-0.269,0.07,0.27,-0.25,0.877,0.318,-0.089,0.826,0.11,-0.063,,,,stellar_q1_q16,14.55,13.097,12.686,12.567,False,5105.9,60.0,-60.0,4.577,0.1,-0.1,0.131,0.04,-0.04,1.4,1.0,-1.0,5106.0,60.0,60.0,4.538,0.041,-0.048,0.124,0.042,-0.043,0.787,0.023,0.022,0.86,0.016,0.024,7.76247116629,5.1785334736,-4.93981104225,9.89,0.221967992919,-0.43934141202,1.868,0.086,-0.094,1.377,0.085,0.085,0.255112033838,0.00425185585763,-0.00425185585763,6.2583891441,1.06604634887,-1.06604634887,403.068785624,17.0817544678,-17.0817544678,1.018,1.0,1.921,0.021,1.834,0.062,0.076
418,K00523,8806123,K00523.01,Kepler-177 c,CONFIRMED,49.41117582,6.312e-05,-6.312e-05,2455031.239,0.000888,-0.000888,0.8875,0.0057,-0.0133,5.3113,0.0769,-0.0769,,,,3584.8,34.4,-34.4,0.064244,0.00039,-0.001007,0.56415,0.08656,-0.04231,7.48,3.91,-0.76,0.2701,,,545.0,,,20.87,32.54,-6.15,41.76,6.4,-6.4,113.75881,123.9,2,,6220.0,156.0,-207.0,4.414,0.061,-0.319,-0.1,0.22,-0.3,1.066,0.557,-0.108,1.07,0.245,-0.119,,,,stellar_q1_q16,15.0,13.858,13.57,13.421,False,5732.5,60.0,-60.0,4.106,0.1,-0.1,-0.106,0.04,-0.04,1.7,1.0,-1.0,5732.0,60.0,60.0,4.17,0.12,-0.12,-0.092,0.058,-0.048,1.324,0.053,0.051,0.921,0.025,0.023,8.01678063388,1.45058893475,-1.45071678986,9.904,0.0722293305855,-0.0866948987969,0.71,0.13,-0.1,9.289,0.378,0.378,0.263350052883,0.00479027406892,-0.00479027406892,25.7717365074,8.62749500842,-8.62749500842,574.181832113,48.236107626,-48.236107626,1.021,1.0,0.721,0.02,0.72,0.088,0.104
417,K00523,8806123,K00523.02,Kepler-177 b,CONFIRMED,36.8568008,0.0001623,-0.0001623,2454971.907,0.00367,-0.00367,0.9136,0.0192,-0.6311,8.674,0.267,-0.267,,,,803.5,20.4,-20.4,0.031101,0.00043,-0.004355,0.05233,0.56174,-0.01652,3.62,1.89,-0.37,0.2222,,,601.0,,,30.83,48.08,-9.08,15.55,7.6,-7.6,34.38799,44.2,2,,6220.0,156.0,-207.0,4.414,0.061,-0.319,-0.1,0.22,-0.3,1.066,0.557,-0.108,1.07,0.245,-0.119,,,,stellar_q1_q16,15.0,13.858,13.57,13.421,False,5732.5,60.0,-60.0,4.106,0.1,-0.1,-0.106,0.04,-0.04,1.7,1.0,-1.0,5732.0,60.0,60.0,4.17,0.12,-0.12,-0.092,0.058,-0.048,1.324,0.053,0.051,0.921,0.025,0.023,8.01678063388,1.45058893475,-1.45071678986,9.904,0.0722293305855,-0.0866948987969,0.71,0.13,-0.1,4.496,0.388,0.388,0.216575378883,0.00401469324295,-0.00401469324295,38.3048226579,12.8664017285,-12.8664017285,633.981945201,53.2346594602,-53.2346594602,1.021,1.0,0.721,0.02,0.72,0.088,0.104
421,K00528,9941859,K00528.01,Kepler-178 b,CONFIRMED,9.57666498,1.108e-05,-1.108e-05,2455009.683,0.000942,-0.000942,0.0027,0.3299,-0.0026,3.3468,0.0284,-0.0284,,,,751.6,10.5,-10.5,0.024883,0.000452,-0.000199,2.32199,0.08916,-0.42175,2.83,1.01,-0.49,0.0841,,,881.0,,,142.5,150.78,-54.19,22.412,0.861,-0.861,65.95241,78.7,3,,5675.0,160.0,-139.0,4.338,0.161,-0.231,-0.18,0.3,-0.24,1.042,0.372,-0.18,0.861,0.132,-0.061,,,,stellar_q1_q16,14.598,13.28,12.967,12.899,False,5385.8,60.0,-60.0,4.5,0.1,-0.1,-0.037,0.04,-0.04,0.8,1.0,-1.0,5386.0,60.0,60.0,4.492,0.057,-0.066,-0.033,0.042,-0.042,0.883,0.026,0.025,0.852,0.03,0.026,8.12830516164,3.97826232571,-4.65173755754,9.91,0.173021027321,-0.36884932106,1.451,0.089,-0.101,2.4,0.076,0.076,0.0844140146024,0.00141262974186,-0.00141262974186,81.5736838339,13.9479745402,-13.9479745402,765.862922851,32.6327529148,-32.6327529148,1.0,1.0,1.421,0.02,1.468,0.064,0.084
419,K00528,9941859,K00528.02,Kepler-178 d,CONFIRMED,96.6781926,0.0002802,-0.0002802,2454973.183,0.00254,-0.00254,0.5469,0.0143,-0.4611,5.7605,0.0883,-0.0883,,,,1021.4,23.8,-23.8,0.030104,0.002586,-0.001037,2.8375,1.85613,-0.31592,3.43,1.22,-0.6,0.3926,,,408.0,,,6.54,6.92,-2.49,111.9,36.6,-36.6,40.178936,44.4,3,,5675.0,160.0,-139.0,4.338,0.161,-0.231,-0.18,0.3,-0.24,1.042,0.372,-0.18,0.861,0.132,-0.061,,,,stellar_q1_q16,14.598,13.28,12.967,12.899,False,5385.8,60.0,-60.0,4.5,0.1,-0.1,-0.037,0.04,-0.04,0.8,1.0,-1.0,5386.0,60.0,60.0,4.492,0.057,-0.066,-0.033,0.042,-0.042,0.883,0.026,0.025,0.852,0.03,0.026,8.12830516164,3.97826232571,-4.65173755754,9.91,0.173021027321,-0.36884932106,1.451,0.089,-0.101,2.9,0.193,0.193,0.394117565468,0.00658431871577,-0.00658431871577,3.75013055946,0.634008534709,-0.634008534709,354.629715032,14.9878477392,-14.9878477392,1.0,1.0,1.421,0.02,1.468,0.064,0.084
420,K00528,9941859,K00528.03,Kepler-178 c,CONFIRMED,20.55280793,3.513e-05,-3.513e-05,2454978.027,0.00139,-0.00139,0.5479,0.0014,-0.4628,2.2016,0.0431,-0.0431,,,,747.7,19.4,-19.4,0.025805,0.004446,-0.000826,10.59769,7.79033,-0.2835,2.94,1.04,-0.51,0.1399,,,683.0,,,51.5,54.48,-19.59,61.9,22.7,-22.7,34.92608,41.6,3,,5675.0,160.0,-139.0,4.338,0.161,-0.231,-0.18,0.3,-0.24,1.042,0.372,-0.18,0.861,0.132,-0.061,,,,stellar_q1_q16,14.598,13.28,12.967,12.899,False,5385.8,60.0,-60.0,4.5,0.1,-0.1,-0.037,0.04,-0.04,0.8,1.0,-1.0,5386.0,60.0,60.0,4.492,0.057,-0.066,-0.033,0.042,-0.042,0.883,0.026,0.025,0.852,0.03,0.026,8.12830516164,3.97826232571,-4.65173755754,9.91,0.173021027321,-0.36884932106,1.451,0.089,-0.101,2.484,0.265,0.265,0.140424735038,0.00237951640764,-0.00237951640764,29.5848428814,5.06192820598,-5.06192820598,594.334365798,25.3996824382,-25.3996824382,1.0,1.0,1.421,0.02,1.468,0.064,0.084
