,id_starname,id_kic,id_koicand,id_kepler_name,koi_disposition,koi_period,koi_period_err1,koi_period_err2,koi_time0,koi_time0_err1,koi_time0_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_ingress,koi_ingress_err1,koi_ingress_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_sage,koi_sage_err1,koi_sage_err2,koi_sparprov,kic_kepmag,kic_jmag,kic_hmag,kic_kmag,cks_fp,cks_steff,cks_steff_err1,cks_steff_err2,cks_slogg,cks_slogg_err1,cks_slogg_err2,cks_smet,cks_smet_err1,cks_smet_err2,cks_svsini,cks_svsini_err1,cks_svsini_err2,iso_steff,iso_steff_err1,iso_steff_err2,iso_slogg,iso_slogg_err1,iso_slogg_err2,iso_smet,iso_smet_err1,iso_smet_err2,iso_srad,iso_srad_err1,iso_srad_err2,iso_smass,iso_smass_err1,iso_smass_err2,iso_sage,iso_sage_err1,iso_sage_err2,iso_slogage,iso_slogage_err1,iso_slogage_err2,iso_sparallax,iso_sparallax_err1,iso_sparallax_err2,iso_prad,iso_prad_err1,iso_prad_err2,iso_sma,iso_sma_err1,iso_sma_err2,iso_insol,iso_insol_err1,iso_insol_err2,iso_teq,iso_teq_err1,iso_teq_err2,cks_dilution,cks_rcf,parallax1,parallax1_err0,parallax2,parallax2_err1,parallax2_err2
1394,K02443,9209624,K02443.02,Kepler-387 c,CONFIRMED,11.8377261,0.0001046,-0.0001046,2454975.21,0.00766,-0.00766,0.4087,0.0701,-0.4087,3.328,0.18,-0.18,,,,96.7,8.2,-8.2,0.00919,0.000307,-0.00064,2.13085,1.10753,-0.58289,1.06,0.52,-0.11,0.1032,,,891.0,,,149.02,215.62,-43.45,25.08,6.5,-6.5,11.188118,12.4,2,,6303.0,158.0,-198.0,4.406,0.066,-0.305,-0.24,0.24,-0.3,1.06,0.518,-0.109,1.038,0.21,-0.11,,,,stellar_q1_q16,13.987,12.909,12.608,12.536,False,5789.2,60.0,-60.0,4.312,0.1,-0.1,-0.299,0.04,-0.04,1.3,1.0,-1.0,5789.0,60.0,60.0,4.331,0.083,-0.092,-0.291,0.043,-0.042,1.124,0.03,0.029,0.85,0.019,0.013,9.54992586021,1.83540913141,-2.15257418449,9.98,0.0763458134202,-0.110923734117,1.36,0.14,-0.15,1.128,0.066,0.066,0.0976882379497,0.00161665688349,-0.00161665688349,120.064919583,26.4293740562,-26.4293740562,843.563071221,46.7469647791,-46.7469647791,1.0,1.0038,1.273,0.017,1.451,0.128,0.173
1399,K02473,8753896,K02473.01,Kepler-389 b,CONFIRMED,3.24416463,1.703e-05,-1.703e-05,2454965.943,0.00483,-0.00483,0.2809,0.1908,-0.2808,2.033,0.11,-0.11,,,,410.3,25.3,-25.3,0.018432,0.000772,-0.000806,3.06944,0.72797,-1.21678,1.58,0.58,-0.13,0.0402,,,1049.0,,,285.91,337.4,-74.38,11.95,2.8,-2.8,16.267984,18.2,2,,5380.0,209.0,-170.0,4.564,0.037,-0.216,-0.2,0.34,-0.26,0.785,0.289,-0.065,0.823,0.112,-0.08,,,,stellar_q1_q16,15.77,14.417,13.903,13.896,False,5072.1,60.0,-60.0,4.655,0.1,-0.1,-0.1,0.04,-0.04,0.9,1.0,-1.0,5072.0,60.0,60.0,4.574,0.031,-0.045,-0.095,0.042,-0.042,0.662,0.03,0.029,0.765,0.018,0.02,6.45654229035,5.3316713313,-4.41471498526,9.81,0.261447997373,-0.499980992718,1.09,0.047,-0.049,1.331,0.083,0.083,0.0397837217054,0.000669815092156,-0.000669815092156,219.341917964,37.7460687717,-37.7460687717,980.717523358,42.0538286778,-42.0538286778,1.0,1.0,1.25,0.032,1.095,0.033,0.04
1401,K02473,8753896,K02473.03,Kepler-389 c,CONFIRMED,14.5123099,0.0002613,-0.0002613,2454976.819,0.0145,-0.0145,0.1337,0.3294,-0.1337,3.569,0.323,-0.323,,,,353.1,37.4,-37.4,0.016943,0.00126,-0.001028,2.75981,0.73866,-1.54186,1.45,0.54,-0.12,0.1092,,,636.0,,,38.75,45.72,-10.08,31.32,8.4,-8.4,9.622843,10.3,2,,5380.0,209.0,-170.0,4.564,0.037,-0.216,-0.2,0.34,-0.26,0.785,0.289,-0.065,0.823,0.112,-0.08,,,,stellar_q1_q16,15.77,14.417,13.903,13.896,False,5072.1,60.0,-60.0,4.655,0.1,-0.1,-0.1,0.04,-0.04,0.9,1.0,-1.0,5072.0,60.0,60.0,4.574,0.031,-0.045,-0.095,0.042,-0.042,0.662,0.03,0.029,0.765,0.018,0.02,6.45654229035,5.3316713313,-4.41471498526,9.81,0.261447997373,-0.499980992718,1.09,0.047,-0.049,1.223,0.099,0.099,0.107984950158,0.001812565032,-0.001812565032,29.714074888,5.0969451034,-5.0969451034,594.982345653,25.3651171358,-25.3651171358,1.0,1.0,1.25,0.032,1.095,0.033,0.04
1410,K02498,5959719,K02498.01,Kepler-390 b,CONFIRMED,6.73811219,4.091e-05,-4.091e-05,2454966.326,0.00568,-0.00568,0.0689,0.3806,-0.0688,2.437,0.136,-0.136,,,,107.4,7.9,-7.9,0.009275,0.00052,-0.000403,4.0141,0.3897,-1.8366,0.78,0.06,-0.04,0.0647,,,786.0,,,90.19,23.13,-14.35,21.28,2.1,-2.1,14.369194,14.3,2,,5168.0,105.0,,4.566,0.029,-0.054,-0.12,0.18,-0.14,0.769,0.059,-0.036,0.793,0.048,-0.045,,,,stellar_q1_q16,13.942,12.584,12.194,12.075,False,5127.6,60.0,-60.0,4.48,0.1,-0.1,-0.113,0.04,-0.04,1.8,1.0,-1.0,5128.0,60.0,60.0,4.535,0.047,-0.042,-0.104,0.043,-0.043,0.813,0.022,0.022,0.787,0.025,0.015,10.0,3.93309278759,-5.30873413001,10.0,0.144047529309,-0.32870995341,2.41,0.12,-0.13,0.822,0.046,0.046,0.0646769484252,0.0010777761255,-0.0010777761255,94.0765284928,16.0832661722,-16.0832661722,793.658819907,33.7969446487,-33.7969446487,1.009,1.0,2.322,0.02,2.449,0.087,0.097
1409,K02498,5959719,K02498.02,Kepler-390 c,CONFIRMED,13.0600422,0.0001179,-0.0001179,2454977.329,0.00741,-0.00741,0.4021,0.0521,-0.4021,2.902,0.268,-0.268,,,,110.1,10.2,-10.2,0.009599,0.000335,-0.000833,3.5831,1.12309,-2.02326,0.81,0.06,-0.04,0.1006,,,630.0,,,37.3,9.57,-5.93,31.85,10.0,-10.0,10.350119,13.5,2,,5168.0,105.0,,4.566,0.029,-0.054,-0.12,0.18,-0.14,0.769,0.059,-0.036,0.793,0.048,-0.045,,,,stellar_q1_q16,13.942,12.584,12.194,12.075,False,5127.6,60.0,-60.0,4.48,0.1,-0.1,-0.113,0.04,-0.04,1.8,1.0,-1.0,5128.0,60.0,60.0,4.535,0.047,-0.042,-0.104,0.043,-0.043,0.813,0.022,0.022,0.787,0.025,0.015,10.0,3.93309278759,-5.30873413001,10.0,0.144047529309,-0.32870995341,2.41,0.12,-0.13,0.852,0.056,0.056,0.100552126926,0.0016755045142,-0.0016755045142,38.9284185441,6.63530330402,-6.63530330402,636.546619836,27.0674131302,-27.0674131302,1.009,1.0,2.322,0.02,2.449,0.087,0.097
1417,K02529,8463346,K02529.01,Kepler-436 c,CONFIRMED,16.79713874,8.561e-05,-8.561e-05,2454967.042,0.00404,-0.00404,0.0491,0.4095,-0.049,3.238,0.129,-0.129,,,,1163.0,62.8,-62.8,0.030499,0.001654,-0.000931,4.5519,0.71576,-1.5734,1.7,0.13,-0.17,0.1026,,,423.0,,,7.58,2.33,-2.26,40.79,6.4,-6.4,20.094524,21.6,2,,4299.0,132.0,-148.0,4.728,0.064,-0.035,-0.96,0.3,-0.3,0.511,0.039,-0.052,0.508,0.041,-0.038,,,,stellar_q1_q16,15.856,14.083,13.49,13.333,False,4734.3,60.0,-60.0,4.794,0.1,-0.1,-0.088,0.04,-0.04,3.2,1.0,-1.0,4734.0,60.0,60.0,4.616,0.02,-0.033,-0.086,0.042,-0.042,0.655,0.028,0.026,0.709,0.018,0.022,5.2480746025,5.99512468694,-3.77120840872,9.72,0.330889908746,-0.550658850615,1.607,0.06,-0.059,2.182,0.13,0.13,0.11610099958,0.0019620485984,-0.0019620485984,16.5864182456,2.85115713963,-2.85115713963,514.282420435,22.0621456216,-22.0621456216,1.029,1.0022,1.724,0.044,1.609,0.045,0.048
1418,K02529,8463346,K02529.02,Kepler-436 b,CONFIRMED,64.001151,0.0008289,-0.0008289,2454965.62,0.0081,-0.0081,0.756,0.1778,-0.5188,4.481,0.31,-0.31,,,,1158.0,103.0,-103.0,0.033987,0.008088,-0.003806,2.10645,5.34474,-1.72219,1.9,0.14,-0.2,0.2502,,,271.0,,,1.28,0.39,-0.39,77.0,32.6,-32.6,12.495151,12.8,2,,4299.0,132.0,-148.0,4.728,0.064,-0.035,-0.96,0.3,-0.3,0.511,0.039,-0.052,0.508,0.041,-0.038,,,,stellar_q1_q16,15.856,14.083,13.49,13.333,False,4734.3,60.0,-60.0,4.794,0.1,-0.1,-0.088,0.04,-0.04,3.2,1.0,-1.0,4734.0,60.0,60.0,4.616,0.02,-0.033,-0.086,0.042,-0.042,0.655,0.028,0.026,0.709,0.018,0.022,5.2480746025,5.99512468694,-3.77120840872,9.72,0.330889908746,-0.550658850615,1.607,0.06,-0.059,2.431,0.444,0.444,0.283193381177,0.00475519237459,-0.00475519237459,2.78615593339,0.467491112319,-0.467491112319,329.24173444,13.8141014264,-13.8141014264,1.029,1.0022,1.724,0.044,1.609,0.045,0.048
1423,K02534,1996180,K02534.01,Kepler-1271 b,CONFIRMED,3.0255955,1.16e-05,-1.16e-05,2454967.365,0.00351,-0.00351,0.1746,0.2496,-0.1746,2.9592,0.095,-0.095,,,,133.4,6.3,-6.3,0.010624,0.000415,-0.000268,0.97998,0.14539,-0.30091,1.2,0.64,-0.1,0.0423,,,1351.0,,,788.13,1238.25,-209.95,7.8,1.2,-1.2,20.753857,25.6,2,,6184.0,155.0,-189.0,4.448,0.044,-0.331,-0.06,0.2,-0.3,1.038,0.546,-0.092,1.1,0.248,-0.133,,,,stellar_q1_q16,13.925,12.861,12.569,12.503,False,6099.4,60.0,-60.0,4.341,0.1,-0.1,0.021,0.04,-0.04,4.4,1.0,-1.0,6099.0,60.0,60.0,4.327,0.08,-0.096,0.021,0.041,-0.041,1.147,0.036,0.035,1.103,0.036,0.034,3.6307805477,1.10776181992,-1.76310923903,9.56,0.115644768034,-0.288699552833,1.18,0.12,-0.14,1.331,0.059,0.059,0.0425940741475,0.000704316721095,-0.000704316721095,983.911568242,231.143635353,-231.143635353,1427.25818678,83.8469425386,-83.8469425386,1.0,1.0,1.227,0.027,1.203,0.09,0.141
1424,K02534,1996180,K02534.02,,NOT DISPOSITIONED,5.42200756,5.527e-05,-5.527e-05,2454966.465,0.00677,-0.00677,0.0499,0.4249,-0.0498,2.762,0.171,-0.171,,,,96.6,9.0,-9.0,0.009018,0.000539,-0.000481,2.22728,0.30041,-1.03925,1.02,0.54,-0.09,0.0624,,,1113.0,,,362.17,569.01,-96.48,15.13,2.0,-2.0,9.747158,10.7,2,,6184.0,155.0,-189.0,4.448,0.044,-0.331,-0.06,0.2,-0.3,1.038,0.546,-0.092,1.1,0.248,-0.133,,,,stellar_q1_q16,13.925,12.861,12.569,12.503,False,6099.4,60.0,-60.0,4.341,0.1,-0.1,0.021,0.04,-0.04,4.4,1.0,-1.0,6099.0,60.0,60.0,4.327,0.08,-0.096,0.021,0.041,-0.041,1.147,0.036,0.035,1.103,0.036,0.034,3.6307805477,1.10776181992,-1.76310923903,9.56,0.115644768034,-0.288699552833,1.18,0.12,-0.14,1.128,0.073,0.073,0.0628440535541,0.00104738821254,-0.00104738821254,453.13964771,106.59704881,-106.59704881,1175.76774455,68.9821627131,-68.9821627131,1.0,1.0,1.227,0.027,1.203,0.09,0.141
1434,K02563,5175024,K02563.01,Kepler-1279 b,CONFIRMED,23.4774101,0.0002445,-0.0002445,2454978.351,0.0089,-0.0089,0.6177,0.0089,-0.4974,7.271,0.251,-0.251,,,,151.2,8.0,-8.0,0.0118,0.002211,-0.000557,0.26576,0.28405,-0.21891,1.44,0.78,-0.16,0.1633,,,738.0,,,70.05,112.77,-22.29,19.78,7.0,-7.0,15.086575,22.0,2,,6384.0,159.0,-211.0,4.361,0.085,-0.312,-0.24,0.24,-0.3,1.121,0.603,-0.131,1.046,0.244,-0.102,,,,stellar_q1_q16,13.973,12.901,12.662,12.62,False,6173.6,60.0,-60.0,4.032,0.1,-0.1,0.125,0.04,-0.04,7.5,1.0,-1.0,6174.0,60.0,60.0,4.049,0.106,-0.098,0.114,0.043,-0.042,1.907,0.062,0.059,1.375,0.031,0.045,3.37287308659,0.617778350863,-0.54528284035,9.528,0.0730437960873,-0.0765835251051,0.74,0.12,-0.1,2.454,0.301,0.301,0.176697190299,0.004479083551,-0.004479083551,135.91781447,43.7039860467,-43.7039860467,870.12695342,70.1530782171,-70.1530782171,1.0,1.0,0.693,0.016,0.738,0.113,0.119
1435,K02563,5175024,K02563.02,,NOT DISPOSITIONED,6.26139139,8.119e-05,-8.119e-05,2454966.231,0.00971,-0.00971,0.108,0.3506,-0.1079,4.674,0.333,-0.333,,,,55.0,5.5,-5.5,0.00684,0.000528,-0.000264,0.52134,0.06938,-0.27442,0.84,0.45,-0.1,0.0677,,,1146.0,,,407.58,656.1,-129.68,10.26,1.4,-1.4,,11.0,2,,6384.0,159.0,-211.0,4.361,0.085,-0.312,-0.24,0.24,-0.3,1.121,0.603,-0.131,1.046,0.244,-0.102,,,,stellar_q1_q16,13.973,12.901,12.662,12.62,False,6173.6,60.0,-60.0,4.032,0.1,-0.1,0.125,0.04,-0.04,7.5,1.0,-1.0,6174.0,60.0,60.0,4.049,0.106,-0.098,0.114,0.043,-0.042,1.907,0.062,0.059,1.375,0.031,0.045,3.37287308659,0.617778350863,-0.54528284035,9.528,0.0730437960873,-0.0765835251051,0.74,0.12,-0.1,1.424,0.095,0.095,0.0732280378622,0.00182496694723,-0.00182496694723,789.618560487,250.958033159,-250.958033159,1350.88339416,106.976199694,-106.976199694,1.0,1.0,0.693,0.016,0.738,0.113,0.119
1441,K02585,7673841,K02585.01,Kepler-392 b,CONFIRMED,5.34185804,4.411e-05,-4.411e-05,2454969.31,0.00751,-0.00751,0.307,0.143,-0.3068,3.387,0.17,-0.17,,,,69.7,4.4,-4.4,0.007764,0.000284,-0.000316,1.02978,0.2187,-0.35347,1.19,0.6,-0.27,0.0619,,,1360.0,,,807.67,1209.61,-383.31,11.58,2.5,-2.5,15.457302,18.4,3,,6474.0,161.0,-212.0,4.188,0.185,-0.271,-0.3,0.24,-0.3,1.403,0.708,-0.316,1.104,0.268,-0.139,,,,stellar_q1_q16,13.455,12.414,12.151,12.121,False,5951.3,60.0,-60.0,4.384,0.1,-0.1,-0.351,0.04,-0.04,1.8,1.0,-1.0,5951.0,60.0,60.0,4.381,0.078,-0.087,-0.339,0.045,-0.045,1.141,0.028,0.027,0.874,0.024,0.023,7.06317554263,1.92243568292,-2.54978106764,9.849,0.104547624334,-0.194496707068,1.69,0.15,-0.17,0.968,0.044,0.044,0.0581187403465,0.000965132645629,-0.000965132645629,347.645268896,70.0207664584,-70.0207664584,1100.39246274,55.1629203599,-55.1629203599,1.0,1.0,1.492,0.016,1.773,0.137,0.191
1442,K02585,7673841,K02585.02,Kepler-392 c,CONFIRMED,10.42312041,7.17e-05,-7.17e-05,2454968.155,0.005,-0.005,0.4669,0.0035,-0.4568,2.242,0.167,-0.167,,,,82.5,7.4,-7.4,0.008552,0.000301,-0.000609,5.57817,3.70726,-1.45051,1.31,0.66,-0.29,0.0967,,,1088.0,,,330.95,495.65,-157.06,31.8,10.6,-10.6,9.64726,14.2,3,,6474.0,161.0,-212.0,4.188,0.185,-0.271,-0.3,0.24,-0.3,1.403,0.708,-0.316,1.104,0.268,-0.139,,,,stellar_q1_q16,13.455,12.414,12.151,12.121,False,5951.3,60.0,-60.0,4.384,0.1,-0.1,-0.351,0.04,-0.04,1.8,1.0,-1.0,5951.0,60.0,60.0,4.381,0.078,-0.087,-0.339,0.045,-0.045,1.141,0.028,0.027,0.874,0.024,0.023,7.06317554263,1.92243568292,-2.54978106764,9.849,0.104547624334,-0.194496707068,1.69,0.15,-0.17,1.067,0.063,0.063,0.0907731030383,0.00151579709784,-0.00151579709784,141.696922213,28.649974356,-28.649974356,879.232292258,44.2943751591,-44.2943751591,1.0,1.0,1.492,0.016,1.773,0.137,0.191
1443,K02585,7673841,K02585.03,,NOT DISPOSITIONED,7.87840906,7.548e-05,-7.548e-05,2454971.589,0.00883,-0.00883,0.1861,0.2666,-0.1861,3.814,0.214,-0.214,,,,55.8,4.7,-4.7,0.006912,0.000326,-0.000399,1.16268,0.2488,-0.45223,1.06,0.53,-0.24,0.0802,,,1194.0,,,481.13,720.58,-228.33,15.63,3.3,-3.3,8.558551,12.5,3,,6474.0,161.0,-212.0,4.188,0.185,-0.271,-0.3,0.24,-0.3,1.403,0.708,-0.316,1.104,0.268,-0.139,,,,stellar_q1_q16,13.455,12.414,12.151,12.121,False,5951.3,60.0,-60.0,4.384,0.1,-0.1,-0.351,0.04,-0.04,1.8,1.0,-1.0,5951.0,60.0,60.0,4.381,0.078,-0.087,-0.339,0.045,-0.045,1.141,0.028,0.027,0.874,0.024,0.023,7.06317554263,1.92243568292,-2.54978106764,9.849,0.104547624334,-0.194496707068,1.69,0.15,-0.17,0.861,0.049,0.049,0.0753022466688,0.00126993067124,-0.00126993067124,205.958513453,41.1652125839,-41.1652125839,965.4025981,47.8959723445,-47.8959723445,1.0,1.0,1.492,0.016,1.773,0.137,0.191
1447,K02595,8883329,K02595.01,Kepler-393 b,CONFIRMED,9.18247194,6.025e-05,-6.025e-05,2454967.045,0.00494,-0.00494,0.4085,0.0357,-0.408,4.319,0.149,-0.149,,,,84.7,4.6,-4.6,0.008635,0.000234,-0.000355,0.75606,0.32339,-0.13266,1.51,0.84,-0.36,0.0939,,,1228.0,,,537.32,882.45,-267.47,14.99,6.4,-6.4,15.143464,21.3,2,,6735.0,161.0,-234.0,4.144,0.166,-0.31,-0.22,0.24,-0.32,1.604,0.883,-0.384,1.315,0.273,-0.253,,,,stellar_q1_q16,13.223,12.325,12.087,11.995,False,6329.7,60.0,-60.0,4.293,0.1,-0.1,0.047,0.04,-0.04,14.4,1.0,-1.0,6330.0,60.0,60.0,4.286,0.077,-0.095,0.044,0.041,-0.041,1.5,0.039,0.038,1.256,0.023,0.021,2.4831331053,0.662576054675,-1.20874406183,9.395,0.102718566966,-0.289697971028,1.33,0.13,-0.16,1.414,0.06,0.06,0.092007209195,0.00153322600224,-0.00153322600224,295.527024579,69.258976817,-69.258976817,1056.60540125,62.1229951846,-62.1229951846,1.0,1.0,1.159,0.018,1.365,0.089,0.167
1448,K02595,8883329,K02595.02,Kepler-393 c,CONFIRMED,14.6134251,0.0001397,-0.0001397,2454973.418,0.00578,-0.00578,0.083,0.3571,-0.083,5.251,0.169,-0.169,,,,74.6,4.9,-4.9,0.008003,0.000425,-0.000225,0.86396,0.02905,-0.35408,1.4,0.77,-0.33,0.128,,,1052.0,,,289.17,474.89,-143.95,21.366,0.718,-0.718,12.075942,17.1,2,,6735.0,161.0,-234.0,4.144,0.166,-0.31,-0.22,0.24,-0.32,1.604,0.883,-0.384,1.315,0.273,-0.253,,,,stellar_q1_q16,13.223,12.325,12.087,11.995,False,6329.7,60.0,-60.0,4.293,0.1,-0.1,0.047,0.04,-0.04,14.4,1.0,-1.0,6330.0,60.0,60.0,4.286,0.077,-0.095,0.044,0.041,-0.041,1.5,0.039,0.038,1.256,0.023,0.021,2.4831331053,0.662576054675,-1.20874406183,9.395,0.102718566966,-0.289697971028,1.33,0.13,-0.16,1.311,0.063,0.063,0.125382275843,0.00209536606114,-0.00209536606114,160.165490411,38.2939911202,-38.2939911202,906.579225932,54.3167005695,-54.3167005695,1.0,1.0,1.159,0.018,1.365,0.089,0.167
1449,K02597,12120307,K02597.01,Kepler-394 b,CONFIRMED,8.00505342,4.743e-05,-4.743e-05,2454971.712,0.00576,-0.00576,0.0277,0.4473,-0.0276,3.326,0.184,-0.184,,,,219.6,14.7,-14.7,0.013653,0.000674,-0.000511,1.91232,0.11025,-0.99258,1.72,0.95,-0.21,0.082,,,1063.0,,,302.24,497.69,-105.33,18.64,1.1,-1.1,15.118227,16.5,3,,6426.0,155.0,-258.0,4.373,0.076,-0.319,-0.12,0.2,-0.32,1.154,0.636,-0.143,1.145,0.258,-0.16,,,,stellar_q1_q16,14.79,13.724,13.436,13.384,False,5870.8,60.0,-60.0,4.482,0.1,-0.1,-0.302,0.04,-0.04,2.0,1.0,-1.0,5871.0,60.0,60.0,4.458,0.061,-0.083,-0.291,0.044,-0.044,0.993,0.036,0.035,0.87,0.03,0.027,5.2480746025,2.74582731753,-2.8422376274,9.72,0.182758815446,-0.338733804765,1.038,0.074,-0.093,1.478,0.083,0.083,0.0761871151424,0.00127145933446,-0.00127145933446,161.777088227,28.204998505,-28.204998505,908.851189031,39.6424489234,-39.6424489234,1.0,1.0,0.969,0.021,1.064,0.058,0.088
1450,K02597,12120307,K02597.02,Kepler-394 c,CONFIRMED,12.13065293,9.105e-05,-9.105e-05,2454972.902,0.00651,-0.00651,0.1808,0.2477,-0.1808,3.749,0.171,-0.171,,,,243.2,16.6,-16.6,0.014401,0.000578,-0.000656,1.9333,0.36563,-0.6257,1.81,1.0,-0.22,0.1082,,,926.0,,,173.59,285.85,-60.5,24.68,4.7,-4.7,12.792278,15.3,3,,6426.0,155.0,-258.0,4.373,0.076,-0.319,-0.12,0.2,-0.32,1.154,0.636,-0.143,1.145,0.258,-0.16,,,,stellar_q1_q16,14.79,13.724,13.436,13.384,False,5870.8,60.0,-60.0,4.482,0.1,-0.1,-0.302,0.04,-0.04,2.0,1.0,-1.0,5871.0,60.0,60.0,4.458,0.061,-0.083,-0.291,0.044,-0.044,0.993,0.036,0.035,0.87,0.03,0.027,5.2480746025,2.74582731753,-2.8422376274,9.72,0.182758815446,-0.338733804765,1.038,0.074,-0.093,1.562,0.087,0.087,0.100512546525,0.00168747035647,-0.00168747035647,92.3932944263,15.9097378257,-15.9097378257,790.084677369,33.9012812782,-33.9012812782,1.0,1.0,0.969,0.021,1.064,0.058,0.088
1451,K02597,12120307,K02597.03,,NOT DISPOSITIONED,5.61357629,3.867e-05,-3.867e-05,2454964.815,0.0055,-0.0055,0.2618,0.1657,-0.2618,2.95,0.144,-0.144,,,,165.8,12.7,-12.7,0.011931,0.00049,-0.000588,1.72698,0.38888,-0.55225,1.5,0.83,-0.18,0.0647,,,1197.0,,,485.48,799.43,-169.19,14.22,3.2,-3.2,12.212661,15.1,3,,6426.0,155.0,-258.0,4.373,0.076,-0.319,-0.12,0.2,-0.32,1.154,0.636,-0.143,1.145,0.258,-0.16,,,,stellar_q1_q16,14.79,13.724,13.436,13.384,False,5870.8,60.0,-60.0,4.482,0.1,-0.1,-0.302,0.04,-0.04,2.0,1.0,-1.0,5871.0,60.0,60.0,4.458,0.061,-0.083,-0.291,0.044,-0.044,0.993,0.036,0.035,0.87,0.03,0.027,5.2480746025,2.74582731753,-2.8422376274,9.72,0.182758815446,-0.338733804765,1.038,0.074,-0.093,1.293,0.075,0.075,0.0601698644347,0.00100074355321,-0.00100074355321,258.624162608,44.5744872396,-44.5744872396,1021.95271196,43.8050471211,-43.8050471211,1.0,1.0,0.969,0.021,1.064,0.058,0.088
1455,K02612,9602613,K02612.01,,NOT DISPOSITIONED,4.61226344,3.259e-05,-3.259e-05,2454966.861,0.00509,-0.00509,0.7892,0.152,-0.561,2.701,0.16,-0.16,,,,29.3,2.4,-2.4,0.005487,0.001432,-0.000628,0.48544,1.54548,-0.38405,0.55,0.23,-0.07,0.0509,,,1026.0,,,262.3,320.42,-80.96,8.17,3.7,-3.7,11.757894,14.1,2,,5461.0,162.0,-126.0,4.423,0.113,-0.265,-0.12,0.32,-0.24,0.924,0.375,-0.119,0.824,0.129,-0.064,,,,stellar_q1_q16,11.83,10.615,10.275,10.185,False,5543.5,60.0,-60.0,4.273,0.1,-0.1,0.32,0.04,-0.04,2.4,1.0,-1.0,5544.0,60.0,60.0,4.28,0.093,-0.095,0.302,0.042,-0.042,1.029,0.024,0.024,1.023,0.031,0.03,9.18332596484,2.04934251132,-2.4441017565,9.963,0.0874829411951,-0.134390094775,3.64,0.44,-0.41,0.615,0.118,0.118,0.054373424878,0.000908518697659,-0.000908518697659,411.837582907,100.863176555,-100.863176555,1148.00827904,70.5125309887,-70.5125309887,1.0,1.0,4.157,0.025,3.696,0.367,0.469
1456,K02612,9602613,K02612.02,,NOT DISPOSITIONED,7.57306383,6.078e-05,-6.078e-05,2454964.939,0.00613,-0.00613,0.714,0.2506,-0.4809,2.598,0.19,-0.19,,,,30.1,3.0,-3.0,0.005389,0.001869,-0.000508,1.29692,2.26635,-1.21021,0.54,0.22,-0.07,0.0708,,,870.0,,,135.57,165.61,-41.84,15.78,6.9,-6.9,9.597015,10.9,2,,5461.0,162.0,-126.0,4.423,0.113,-0.265,-0.12,0.32,-0.24,0.924,0.375,-0.119,0.824,0.129,-0.064,,,,stellar_q1_q16,11.83,10.615,10.275,10.185,False,5543.5,60.0,-60.0,4.273,0.1,-0.1,0.32,0.04,-0.04,2.4,1.0,-1.0,5544.0,60.0,60.0,4.28,0.093,-0.095,0.302,0.042,-0.042,1.029,0.024,0.024,1.023,0.031,0.03,9.18332596484,2.04934251132,-2.4441017565,9.963,0.0874829411951,-0.134390094775,3.64,0.44,-0.41,0.604,0.134,0.134,0.0756897375666,0.00126429196489,-0.00126429196489,212.785934288,52.3900927095,-52.3900927095,973.305674244,59.7267486769,-59.7267486769,1.0,1.0,4.157,0.025,3.696,0.367,0.469
1470,K02672,11253827,K02672.01,Kepler-396 c,CONFIRMED,88.5112563,0.0001156,-0.0001156,2455015.677,0.00088,-0.00088,0.8056,0.0199,-0.0201,7.4072,0.0868,-0.0868,,,,2636.4,10.7,-10.7,0.052424,0.000606,-0.000593,0.57056,0.06408,-0.08689,6.07,2.23,-1.13,0.3685,,,417.0,,,7.17,7.77,-2.84,61.82,6.9,-6.9,114.086494,296.1,2,,5579.0,153.0,-128.0,4.317,0.181,-0.235,-0.12,0.3,-0.24,1.06,0.389,-0.197,0.85,0.13,-0.061,,,,stellar_q1_q16,11.921,10.672,10.356,10.285,False,5655.9,60.0,-60.0,4.566,0.1,-0.1,0.184,0.04,-0.04,3.6,1.0,-1.0,5656.0,60.0,60.0,4.48,0.041,-0.066,0.172,0.041,-0.042,0.897,0.022,0.021,1.005,0.01,0.015,3.31131121483,3.01649203867,-2.26413683727,9.52,0.281252967448,-0.499980992718,4.3,0.23,-0.29,5.142,0.137,0.137,0.389317572551,0.00649988202558,-0.00649988202558,5.53267928091,0.942102537128,-0.942102537128,390.838555989,16.5817691015,-16.5817691015,1.002,1.001,4.494,0.036,4.137,0.172,0.26
